Date,I10550,E77520,H86102,H76273,F52898,D77182,I88468,I90394,H90401,D45225,H10901,E86444,I81222,H88215,D10661,H89011,E74740,E76392,H89190,I88362,F67774,E53074,I89002,I79906,F78405,E85621,I88281,E64629,E80415,H87318,H89437,D13610,H83835,D79122,I82686,H77466,D80054,E88360,H89828,D90126,I90361,E78987,I33209,H89050,I10890,D15457,D79702,D80928,D82824,H89773,H89598,H65665,D88351,G81893,H86432,E33452,E88332,H75157,G91556,E81472,B82656,B76221,H90373,F15720,H89548,I87445,H85332,I79698,D85645,E50243,H90000,E79879,H47626,H69032,H57007,E52396,G77659,H86111,F82646,H79116,H76721,B61815
Y2013M1,0.063467,0.07899,0.16955,0.105263,0.071204,-0.033836,0,0.080299,0.023429,0.2568,0.107667,0.311311,0.038417,0.051139,0.087797,0.031927,0.109302,-0.002158,0.037637,0.114978,0.001057,0.037517,0.088699,0.106562,0.021309,0.099483,0.102749,0.104356,0.107179,0.129695,0.015578,0.077351,-0.000192,0.053152,0.114904,0.024749,-0.070481,0.273999,-0.012866,0.787879,0.15508,0.026388,0.07037,0.024491,0.283815,0.001311,-0.016503,0.051746,-0.191011,0.057948,0.055771,0.068376,-0.125561,0.109107,0.074048,0.148515,-0.052697,0.038639,0.103716,0.166175,0.170616,-0.027888,0.000295,0.066386,0.208525,0.049024,0.049034,0.119296,0.025454,0.126923,0.064556,0.074815,0.112103,0.195084,0.088319,-0.006373,0.049902,-0.014495,0.073072,-0.016119,0.021637,0.059465
Y2013M2,-0.055046,-0.026792,-0.008453,-0.027936,0.076203,0.126853,-0.064748,-0.020743,0.03378,0.036283,-0.007975,0.053435,0.016816,0.013558,-0.126377,-0.002404,-0.075063,-0.140591,-0.047043,0.104696,-0.018155,0.023274,0.006916,0.209467,0.02151,0.00127,-0.014037,0.045193,-0.007102,-0.038121,-0.007143,0.004299,-0.014963,-0.051056,-0.030891,-0.017429,-0.055035,0.091351,-0.01718,-0.154237,0.027963,0.100837,0.038062,0.005063,0.034669,0.202532,0.033729,-0.01067,0,0.027535,-0.009533,0.04,0.052991,0.05122,0.022833,0.052586,0.150516,-0.00618,-0.025628,-0.054734,0.074506,-0.050115,-0.013695,-0.00332,0.06387,0.077937,0.018555,-0.033974,0.001968,-0.021615,0.016162,-0.024466,0.018941,-0.010941,-0.04123,0.073014,-0.03322,0.019041,0.121311,0.034587,0.048908,0.030522
Y2013M3,0.014563,0.012432,0.01938,0.09275,0.0793,0.049218,0.071795,0.086496,-0.00189,-0.011057,0.04884,-0.137681,0.018192,0.036739,0.015909,-0.013047,-0.040107,0.028524,0.00692,0.068058,0.039349,-0.005352,0.020165,0.053081,0.084096,0.001974,0.086647,-0.136006,0.036075,0.008756,-0.01484,0.088946,0.011909,-0.083488,0.01763,-0.017821,-0.011217,0.053492,0.062086,0.142285,0.070258,0.008226,-0.16,-0.038552,-0.010009,0.082396,-0.016232,0.076093,-0.305556,0.016348,0.021324,0.161923,0.215909,-0.069695,0.031751,0.031941,-0.072165,-0.052357,0.045172,-0.042125,0.005614,-0.104888,0.0106,0.054705,0.020609,0.066051,0.025245,0.093449,0.098187,-0.081395,0.045566,-0.055811,0.036462,-0.025277,0.016382,-0.141149,0.135154,-0.008763,0.013945,0.008211,0.030183,0.04358
Y2013M4,-0.043062,0.021681,-0.029996,0.031082,0.009224,0.005643,-0.045455,0.008123,0.003315,0.018069,0.004054,0.025042,-0.048728,0.019636,-0.020134,0.026814,-0.05902,-0.211256,-0.007331,0.029578,0.033827,-0.064726,0.061029,-0.053823,-0.033882,-0.019979,-0.017619,-0.028207,0.01831,0.056647,0.022904,-0.041634,-0.006897,0,-0.138462,0.028407,0.143106,0.017494,0.006315,0.122807,-0.030466,-0.009519,-0.111111,0.023139,-0.159121,-0.06774,0.001667,0.030624,0.58,0.02289,0.035886,-0.016882,0.222964,0.009259,-0.030597,0.010333,-0.022111,0.035761,0.089904,0.10399,0.052059,-0.021665,0.053953,0.069157,0.014324,-0.04309,-0.015048,0.063224,-0.004286,-0.059494,0.000852,0.010101,0.031202,0.010009,-0.020148,-0.017131,0.067991,0.095294,0.06189,0.021637,-0.040816,-0.020491
Y2013M5,-0.05,0.043568,0.215592,-0.067246,-0.014655,-0.029143,0.197995,-0.028203,-0.055892,-0.011016,0.033021,0.118216,0.047237,0.023995,0.308219,-0.063473,0.012534,0.020683,-0.065544,0.133712,-0.073924,0.075365,0.030972,0.000903,-0.081492,0.044506,-0.004139,-0.105805,0.088561,0.070515,-0.065217,0.039719,-0.012821,-0.05668,0.035714,-0.066923,0.099618,0.0079,0.021677,-0.0625,0.041667,0.011354,0.044643,-0.051942,0.079456,0.291007,0.02995,0.059427,-0.112658,-0.041243,-0.054824,-0.016835,0.465066,-0.010842,0.090335,-0.05199,0.318032,-0.070295,-0.026517,0.092779,-0.048487,-0.072514,-0.136273,-0.146097,-0.006857,0.028777,0.006944,-0.021435,-0.05402,0.041723,0.031136,0.008889,0.019579,0.1693,0.033585,-0.00817,-0.007994,-0.073223,-0.018294,0.14253,0.093954,0.020214
Y2013M6,0.013158,-0.095187,-0.009396,-0.043505,0.006433,0.044544,-0.043933,0.001658,0.025372,-0.146658,-0.008654,0.167302,0.032258,-0.015895,0.118674,-0.139047,0.02974,0.129686,-0.076603,-0.011888,-0.058805,0.022478,0.022249,-0.007668,-0.125441,-0.078164,-0.052644,-0.143455,-0.100068,-0.005775,-0.034044,-0.040513,-0.005937,-0.170243,-0.062442,-0.022804,-0.105866,0.085293,0.075935,0.606944,0.125167,0.021107,-0.111111,-0.039594,0.068765,0.138757,0.001615,-0.048445,-0.065621,-0.006719,-0.048869,0.011986,-0.108793,-0.010256,0.038231,-0.033419,0.008621,-0.013189,0.010293,-0.026578,0.1009,-0.038389,0.014283,0.05567,0.067194,0.001683,0.016973,0.006713,-0.031122,0.028424,-0.012739,0.056535,-0.045361,-0.056757,-0.055371,-0.054915,0.03956,-0.056526,-0.054425,0.074148,0.127287,0.041457
Y2013M7,0.004156,0.120741,0.059103,0.02924,0.082135,0.028017,0.105033,0.071192,0.033721,0.151383,0.05117,1.198216,0.06498,0.053891,-0.034321,-0.030395,0.012034,0.178475,-0.015778,0.008548,0.060543,0.205616,0.092526,0.064091,0.018877,0.096422,0.10992,0.057457,0.018259,0.173816,-0.0269,0.020067,0.056991,-0.060345,0.193174,-0.080914,0.061335,0.108454,0.063975,0.075194,-0.014961,0.066846,0.048077,-0.073172,0.175351,-0.033276,0.129032,0.087889,1.015267,0.01021,-0.033046,0.011844,-0.075251,0.078584,0.139602,0.039894,0.25641,-0.066395,0.041352,0.137024,-0.011473,0.09518,-0.093607,0.035091,0.108987,0.036458,0.074145,0.052992,0.024078,0.008333,0.068459,0.019458,0.088596,0.115841,0.18603,0.058106,0.077801,-0.032527,0.06715,0.015471,0.157841,0.040806
Y2013M8,-0.006725,0.007289,-0.055804,-0.06755,-0.09746,-0.022108,0.017822,-0.070325,-0.011249,0.246523,-0.043315,-0.028571,-0.062016,-0.030375,-0.074313,-0.018567,0.041617,-0.025875,-0.033029,0.110344,-0.045932,-0.000919,-0.010517,0.447672,-0.008513,-0.001677,0.011199,-0.132948,-0.0492,-0.030072,-0.037511,-0.045082,0.015918,0.155963,-0.017356,-0.011549,-0.09071,-0.067026,-0.060621,-0.15836,-0.05188,-0.014494,0.119266,-0.023075,-0.030069,0.177677,-0.057143,-0.003448,0.681818,-0.015753,-0.040898,-0.003344,0.375226,0.030424,0.013216,0.004263,-0.244898,-0.047744,-0.003408,-0.032129,0.012767,0.021367,0.005607,-0.079438,-0.091379,-0.03742,-0.075013,-0.033994,-0.063393,0.0815,-0.041709,-0.125426,-0.000845,-0.053289,-0.093022,-0.042284,-0.0357,-0.018364,-0.187459,-0.053555,-0.028032,-0.014722
Y2013M9,0.041667,0.068246,0,0.037238,0.017863,0.015055,0.060311,0.063175,0.00512,0.014706,0.053887,0.217647,0.021594,0.032454,0.019197,0.045899,0.002283,-0.052344,0.093897,0.026293,0.017567,0.039195,0.080583,0.125701,0.096713,0.090178,0.00456,-0.009333,0.130767,0.110283,0.023524,-0.001299,0.052152,0.003175,-0.002261,0.048832,0.081657,-0.045417,-0.000525,-0.276982,0.139096,0.038134,0.032787,0.051177,0.001192,0.068343,0.045455,0.045971,-0.216216,-0.040979,0.011524,-0.010067,0.026298,0.018883,0.037709,0.133277,0.054054,0.068742,0.084894,0.13439,0.116824,0.080913,-0.030935,0.011059,0.085389,0.100557,0.021944,0.035018,0.057356,0.023983,0.052976,0.146532,0.0822,0.046196,0.038034,0.023509,0.049091,0.070802,-0.020237,0.116585,0.122344,0.090835
Y2013M10,0.1655,-0.033764,-0.001473,0.031351,0.018197,0.117604,-0.181651,0.040031,0.004627,-0.079659,0.040479,-0.164251,-0.101548,0.046122,-0.075342,0.059395,-0.060364,0.318219,0.039195,-0.07011,0.026627,0.029877,0.12101,0.02228,0.055801,0.030697,0.06377,-0.048452,0.035286,-0.065041,0.016772,-0.024274,0.028505,-0.738924,-0.195865,0.047516,-0.133135,0.043043,0.059416,-0.206077,0.066555,0.06627,-0.011905,0.02815,0.04605,0.18607,-0.159275,0.099716,0.057471,0.027594,-0.000522,-0.044068,-0.087764,0.011583,0.009864,-0.102247,0.076923,-0.01384,0.0625,-0.04116,0.108327,0.039787,-0.102448,0.064481,0.021352,0.045802,0.025822,-0.0175,-0.006196,-0.030999,0.039229,-0.110129,0.063122,0.067903,0.200389,0.051598,-0.000517,0.070417,0.122556,0.110184,0.125237,0.120281
Y2013M11,0.008151,-0,0.015487,0.024031,-0.038046,0.131192,-0.103139,-0.013585,0.058146,-0.167665,0.01203,0.213873,-0.005257,0.029826,-0.1,-0.049372,-0.007273,0.023765,-0.038471,0.063694,-0.015961,0.190722,0.021935,0.194872,-0.012772,-0.003597,0.06015,0.152758,0.039861,0.232892,-0.047085,0.11195,-0.00338,0.10303,0.044734,-0.084688,0.162162,0.186328,0.049574,0.079867,-0.03812,0.015933,-0.012048,-0.078047,0.042505,0.065838,0.194622,-0.109153,0.222826,-0.011728,-0.023134,0.053192,0.137641,0.010679,0.026901,0.043805,-0.055556,-0.035751,-0.011506,-0.013887,-0.027134,0.046351,-0.008812,-0.057516,-0.043554,0.044022,0.055114,0.096692,0.051703,0.007109,0.029324,-0.072574,0.027839,0.089454,-0.036467,0.0528,0.009183,-0.019912,-0.103533,0.090945,0.11274,-0.062592
Y2013M12,0.034043,0.015614,0.055332,0.051078,-0.019942,-0.015588,-0.0525,0.029074,-0.009793,0.153041,0.025063,0.380952,-0.014386,0.025548,0.014383,-0.007957,-0.007326,-0.038485,-0.015662,0.094555,0.038351,-0.050507,0.085322,0.086481,0.018497,-0.016142,0.016676,0.123926,-0.006026,-0.060718,0.015625,0.161901,0.030959,0.082418,0.066251,0.022804,-0.035437,0.014758,-0.003817,0.001541,0.057275,0.033726,0.186992,0.051474,0.22206,-0.02467,0.059163,0.007236,1.057778,0.043124,-0.0141,0.052189,0.049383,0.03528,-0.007797,-0.021583,0.084034,0.015803,-0.017787,0.003427,0.048369,0.063713,0.056308,0.00963,0.063752,-0.009382,0.012405,0.098995,-0.004049,-0.047047,0.027318,0.069605,0.032996,0.001917,0.030558,0.054205,0.029091,0.030089,-0.018883,0.032258,0.008857,-0.030325
Y2014M1,0.247078,-0.099003,-0.066319,-0.034946,0.015261,0.014336,-0.287599,-0.042537,-0.003377,-0.195108,-0.01062,-0.110345,-0.25195,-0.034904,0.016248,0.09168,0.00246,-0.087039,-0.109341,-0.046183,-0.04862,0.021507,-0.088503,0.294094,-0.070939,0.015293,0.065799,-0.08952,0.017048,0.085537,0.106473,-0.108839,-0.074076,-0.071066,-0.145138,0.059434,0.015308,0.038248,-0.091876,0.192308,-0.062773,0.002458,-0.037671,0.04922,0.020852,0.187745,0.362398,-0.063218,0.00216,-0.018037,0.035754,0.008,0.201176,0.042791,-0.013094,0.004085,0.255814,0.064342,-0.093687,-0.096798,-0.060382,-0.058125,0.03807,0.040173,-0.052265,0.000109,-0.047512,-0.010134,-0.08998,-0.022234,-0.027832,0.023489,-0.084169,-0.057398,-0.071817,-0.117305,-0.204857,0.01328,0.011716,-0.127247,0.014133,-0.084863
Y2014M2,-0.257524,-0.013876,0.028263,-0.03273,0.058121,0.05708,-0.07037,0.05378,0.018069,-0.223322,-0.03994,0.275194,0.008019,0.045599,0.197605,0.020441,0.04908,0.050104,0.025159,-0.058557,0.013582,0.090694,0.189644,-0.019231,-0.080162,-0.002192,0.050946,-0.001199,0.12254,0.030376,0.002984,0.026449,0.048699,-0.04918,0.110597,0.012328,-0.007162,0.024113,0.026092,0.270968,0.031366,0.023295,0.320285,-0.001125,-0.001459,0.104416,0.06,0.031697,0.247845,0.017316,0.050162,0.079365,-0.020078,0.018427,0.011988,0.050448,0.104938,0.003607,0.072007,0.017842,0.051028,0.078081,0.062169,0.087417,0.070953,0.066507,0.00617,-0.010948,0.056822,0.030303,0.049651,0.03687,0.088086,0.043714,0.03898,0.003844,0.062177,0.007295,0.08161,0.009289,-0.028505,0.105407
Y2014M3,-0.115556,0.051067,0.114599,0.044636,-0.004764,-0.059475,0.015936,0.019231,0.001109,-0.192903,-0.01222,0.012158,0.058075,0.008704,-0.126667,0.007522,0.050292,-0.052353,0.081313,-0.027035,0.043621,0.032609,-0.044404,-0.167134,0.082279,-0.041016,0.015654,-0.061224,0.002941,0.053707,-0.003846,0.054219,0.035738,0.04023,-0.043464,0.010876,0.104404,0.034009,0.075246,-0.035533,-0.053785,0.048518,0.121294,0.017865,-0.109877,-0.052167,0.160377,-0.007929,-0.295337,-0.004943,0.039834,0.026471,-0.048476,0.397183,0.04865,0.032533,0.189944,0.016085,-0.014148,0.083817,0.055251,-0.006525,-0.004616,0.087741,-0.020408,-0.006634,0.00921,-0.001725,0.040401,-0.050833,0.013124,0.015965,0.029646,0.012013,-0.045698,0.120897,0.01445,0.00491,0.003569,0.042017,0.081504,0.033159
Y2014M4,0.015075,0.00979,-0.065488,0.015851,0.000798,-0.063365,-0.031373,0.042243,-0.025539,-0.14059,-0.067721,-0.288288,0.106767,0.007441,-0.049618,0.013446,0.013586,-0.1,0.036095,0.011738,0.024385,-0.050416,-0.112131,-0.092676,-0.041506,-0.010862,-0.109712,-0.075448,-0.058989,-0.075069,0.023727,0.017747,0.033271,-0.104972,0.032556,0.040068,0.088003,0.006984,-0.039474,-0.521053,-0.053474,-0.004606,0.009615,0.024407,-0.199934,-0.099196,0.01626,-0.0005,-0.303922,-0.003943,0.028557,0.002865,-0.267857,-0.185484,-0.108088,-0.066843,-0.032864,0.018395,-0.048763,-0.119174,-0.051703,-0.027584,0.006029,-0.000883,-0.044681,-0.045926,-0.020078,-0.0072,0.034812,0.011594,-0.011327,-0.095,-0.041433,-0.004491,-0.083358,0.040508,-0.096948,0.024062,0.053926,-0.06479,-0.084807,0.010417
Y2014M5,0.014851,-0.029264,-0.000701,0.050882,0.017617,-0.045251,-0.068826,0.026555,0.004077,-0.242744,-0.027417,-0.050633,-0.042794,0.022845,-0.026104,0.059739,-0.029884,0.090132,-0.01214,0.050081,0.000429,-0.064527,0.058495,0.020387,0.018379,0.051047,-0.002606,0.004149,0.043682,-0.042528,0.043644,-0.023132,0.031192,-0.12963,0.044849,0.005851,-0.006951,-0.018285,0.056317,0.096703,-0.075771,0.00874,-0.021428,0.03059,-0.036931,-0.039566,-0.136,-0.001,0.021127,0.002389,0.026974,-0.035714,-0.057389,0.02599,-0.014746,0.039232,-0.26699,0.031585,0.005435,0.055166,-0.148284,-0.053601,0.076779,-0.025106,0.073497,0.020569,0.022738,0.031186,0.080909,-0.126994,0.016382,-0.134175,-0.012698,-0.002263,-0.018059,-0.058657,-0.020602,0.073156,0.100252,-0.056082,0.036891,0.006548
Y2014M6,0.02439,0.041883,0.093739,0.03938,0.033097,0.054703,0.178261,0.019741,0.058005,0.121951,-0.019762,0.201111,0.033977,0.020866,-0.072165,0.011967,-0.003397,0.076265,0.032297,0.10118,0.032519,0.049238,0.098418,0.139051,0.005424,0.033303,-0.00112,0.114325,0.085202,0.055677,-0.019184,-0.01211,0.036701,0.248227,0.009359,-0.002037,-0.032453,-0.075787,0.003843,-0.042084,0.058238,0.02542,0.277372,-0.00826,0.054112,0.028983,-0.083333,0.045523,0,0.001438,0.001442,-0.062222,0.520548,-0.064595,0.081025,-0.029719,0,0.009394,-0.030972,0.08605,0.045105,0.056442,0.028696,0.060301,0.014523,0.025324,0.097638,-0.008018,-0.009061,0.017368,0.043212,0.136737,0.005973,0.047635,0.057143,0.036181,-0.057025,0.007698,-0.046245,0.015727,-0.043202,0.074788
Y2014M7,0.02381,-0.133582,-0.087322,-0.001242,-0.093059,0.032176,-0.121771,-0.049565,-0.06439,0.024922,0.025378,-0.06568,-0.165272,-0.013959,0.066667,-0.023524,0.004545,-0.149669,0.025882,0.072486,0.051341,-0.089209,-0.067413,-0.157158,-0.030062,0.015641,0.012892,-0.097651,-0.036699,-0.013037,-0.024686,-0.013001,0.024717,0.022727,0.082814,-0.009993,-0.055903,-0.069086,-0.08599,-0.115063,0.145543,-0.077648,-0.085714,-0.005459,-0.13945,0.027458,0.010202,-0.104306,-0.127586,-0.028472,-0.019333,-0.028436,-0.144645,0.138111,-0.071406,0.028974,-0.07947,-0.014336,-0.026161,0.009542,-0.120496,0.055453,0.104081,-0.056961,-0.066806,-0.061439,-0.020803,-0.029779,-0.01879,-0.015635,-0.047867,-0.048116,-0.075458,0.003402,-0.111525,-0.083899,0.102998,0.049011,0.078012,-0.033276,-0.108455,-0.139298
Y2014M8,-0.041861,0.004927,0.096386,0.046766,0.058663,-0.010668,0.012605,0.026779,0.026332,0.197568,0.041251,0.048515,0.163743,0.039691,0,0.02441,-0.031674,-0.025701,0.085882,0.051999,0.071955,-0.066954,0.00896,0.139374,0.044826,0.051878,0.090205,-0.013699,0.12211,0.006605,0.028904,0.034626,0.007273,0.072222,0.037354,0.016062,0.170324,0.042729,0.009514,0.01182,-0.083642,0.092537,0.239583,0.033537,0.099577,0.081724,-0.155084,0.029915,0.142293,0.005912,0.015385,0.005008,-0.184903,-0.087579,0.03905,0.004827,-0.100719,0.0289,0.171118,0.020816,0.078946,-0.045237,0.013356,0.079197,0.01044,0.064364,0.042491,0.090178,0.083254,0.058394,0.05117,-0.026959,0.044153,0.060915,-0.016783,0.039551,0.015326,0.044602,0.025607,-0.000894,0.015392,0.084975
Y2014M9,0.106796,-0.069206,-0.043337,-0.021507,-0.059176,0.009749,-0.103734,-0.048044,-0.035569,-0.168782,0.018647,-0.069877,0.097631,-0.013697,-0.01875,-0.032216,0.15771,-0.05036,-0.134475,-0.027033,-0.033792,-0.188483,-0.061858,-0.095018,-0.072416,-0.053054,0.010829,-0.205556,-0.000785,-0.050999,-0.012226,-0.074753,-0.061562,-0.435233,0.015371,0.012566,-0.022917,-0.0266,-0.007853,-0.17757,-0.135471,-0.032767,-0.134454,-0.014688,0,-0.082879,0.100592,-0.049793,-0.207612,-0.009547,-0.007382,-0.000356,-0.063173,0.003171,-0.049503,0.008006,-0.144,-0.004468,0.004773,0.02809,-0.073676,-0.084853,-0.031264,-0.048444,-0.042066,-0.031524,0.024796,-0.015015,-0.044509,0.082069,-0.055403,0.108225,-0.019087,0.007578,-0.002845,-0.098715,0.024432,-0.046755,0.04429,0.017002,-0.167482,-0.052398
Y2014M10,0.06579,-0.025297,0.065054,-0.006679,0.113472,0.074972,-0.013889,0.107815,-0.01052,-0.093415,0.018033,0.153299,0.020428,0.023858,0.025478,0.032938,-0.012109,0.275252,-0.004338,0.105767,-0.04347,0.321738,0.141298,0.367176,0.006147,0.009136,0.057248,-0.328671,-0.14043,0.129164,0.018455,-0.04,0.006127,-0.136514,-0.099663,0.019406,-0.033201,-0.002967,0.0944,0.042614,0.025727,-0.087233,0.013592,0.021368,0.095258,0.086619,-0.322688,-0.039301,0.113537,-0.006327,0.024962,0.003464,0.087356,0.090392,0.056323,-0.059571,-0.065421,0.009053,0.068007,0.008703,-0.043184,-0.024603,0.105963,0.119099,-0.047713,0.102329,0.005876,0.098544,0.019264,-0.182919,0.048526,0.051562,0.02761,0.013885,0.07632,0.123217,0.022938,0.041333,-0.057173,0.162688,0.010866,-0.15433
Y2014M11,-0.055556,-0.045362,0.013431,-0.036675,0.020801,-0.007154,-0.037559,0.045722,0.028768,-0.025338,-0.026033,-0.147887,0.113981,0.027538,0.354037,0.024254,-0.004596,-0.023102,-0.029412,0.119405,-0.022926,-0.032735,0.008894,0.126603,0.068792,0.1346,0.025174,-0.075521,-0.057646,-0.044809,0.013983,0.046205,0.02497,0.370591,0.032384,-0.017957,-0.070573,0.065476,-0.054581,0.27248,0.197068,0.05559,-0.130268,-0.000857,0.042122,-0.053851,0.331164,0.056818,0.219608,0.000396,0.026484,0.172581,-0.005638,0.03942,-0.069714,0.063345,-0.16,-0.031071,0.1333,0.060193,-0.076686,-0.02856,0.018553,0.01566,0.124424,0.031651,0.055842,0.059101,0.077411,-0.00858,0.010996,-0.008915,-0.002815,0.006581,-0.060305,-0.071245,0.089546,0.077026,0.016538,-0.056654,0.006973,-0.146625
Y2014M12,0.076253,0.071344,0.047392,-0.097208,0.004515,0.043511,0.029268,0.053716,-0.028268,0.114385,0.005517,-0.051653,0.05971,-0.002909,0.059633,0.00567,0.051924,0.170946,-0.097641,-0.061796,0.028084,0.04884,0.00063,-0.032297,-0.024364,0.031371,-0.017143,-0.180282,-0.07598,0.034965,0.003782,-0.094992,-0.053674,-0.240543,-0.037852,0.033555,0.137288,0.01676,0.053608,0.715203,-0.02449,-0.000886,-0.022026,0.033457,0.103293,0.128315,-0.129398,-0.023656,0.418006,0.002674,-0.008177,0.125172,0.096386,-0.030969,-0.009745,-0.03892,-0.119881,0.017676,0.032575,0.020344,-0.065901,-0.011588,-0.044685,0.036776,-0.0611,-0.039005,0.049524,-0.014857,0.02439,-0.00236,0.017828,0.028486,-0.000258,0.102899,0.038787,0.102097,0.038163,-0.055042,-0.018872,0,0.07386,-0.035584
Y2015M1,-0.036437,-0.04115,-0.040085,-0.040444,0.013109,-0.092247,-0.07109,0.032707,0.066966,-0.107644,-0.015912,-0.091503,-0.056167,-0.029004,-0.067821,0.106158,0.084284,-0.115407,-0.053757,0.101977,-0.094094,-0.014746,0.009719,0.090275,-0.083119,0.004926,0.089723,-0.226804,-0.063264,-0.037162,0.07702,0.10101,-0.157731,0.041135,-0.07116,0.064337,-0.05544,0.068276,-0.08498,-0.114856,-0.017852,-0.000222,-0.290541,0.048315,-0.256106,0.00687,-0.028356,-0.064978,0.024943,0.00382,0.042773,0.00489,-0.000646,0.034282,-0.172868,0.002479,-0.161234,0.052747,-0.027053,-0.036075,-0.224697,-0.041902,0.100151,0.040776,-0.013363,-0.074946,-0.040625,0.000119,-0.049505,0.01735,-0.032996,-0.114432,0.006458,-0.126031,-0.164291,-0.077817,-0.01838,-0.019221,-0.024983,-0.054656,-0.114992,0.006536
Y2015M2,-0.12605,0.150438,0.049668,0.043802,-0.016451,0.018815,-0.127551,0.023461,0.039039,0.094406,0.038472,-0.151679,-0.194866,0.056454,0.260062,-0.021481,0.055601,0.279191,0.056146,-0.080732,-0.014613,-0.028095,-0.03573,0.077029,-0.006736,0.033624,0.105552,0.111111,0.102218,0.086257,-0.027887,0.126446,0.100929,0.480392,0.074502,-0.041906,-0.001578,0.040671,0.025378,0.087447,0.008236,0.144723,-0.028571,-0.020615,0.032376,0.249057,0.328775,0.025913,0.077434,0.044349,-0.003772,-0.004866,0.199224,-0.035393,0.129723,0.065952,0.141106,-0.014687,0.153745,0.035982,0.185121,0.117834,-0.089937,-0.057227,0.092551,0.060922,0.059446,-0.01318,0.019469,0,0.056609,0.133333,0.131417,0.058563,-0.001625,0.06411,-0.001471,0.022589,0.022676,0.023555,0.075592,-0.006912
Y2015M3,-0.009615,-0.04222,0.029153,-0.022383,-0.003404,0.071729,-0.087719,-0.041834,0.017341,-0.001597,-0.005101,0.153357,0.002899,-0.01592,0.034398,0.007248,0.026166,-0.018358,-0.076754,0.052579,-0.015817,-0.022607,0.063696,0.067676,-0.043144,0.04609,0.034172,0.536,0.064459,0.033647,0.01909,0.142653,-0.022805,0.549669,0.003062,0.019475,-0.052781,-0.084367,0.052659,-0.120623,-0.091127,-0.046226,-0.035948,0.022561,0.025177,0.059517,0.082228,-0.195752,-0.238193,-0.000165,0.007146,-0.03423,0.121899,0.036471,0.019766,-0.029389,-0.081402,0.002735,-0.002032,-0.061757,-0.0494,-0.136461,0.006478,-0.021206,0.026859,0.058514,0.008364,0.008904,-0.048291,0.068217,0.01301,-0.047204,-0.009563,-0.002794,0.076078,-0.015963,0.028328,-0.050333,-0.03459,0.014226,-0.028789,0.035359
Y2015M4,-0.024272,0.081234,0.015049,0.008318,0.017837,0.107098,0.012821,-0.065387,-0.008736,0.048154,0.002823,0,0.078717,0.00972,0.08076,0.005283,0.08015,0.008312,0.097104,0.217379,0.08661,0.175762,0.003578,0.060004,0.066607,-0.035418,-0.127759,0.367188,-0.000838,-0.040104,0.017228,-0.07834,0.086817,-0.179487,0.051511,-0.006061,0.001001,-0.046939,-0.014149,-0.072271,0.11576,-0.02546,-0.050847,-0.01807,-0.062042,-0.086703,-0.112745,-0.024982,-0.242588,0.008674,0.015191,-0.020253,-0.036538,0.014756,0.016387,-0.09846,-0.033538,-0.00441,-0.061503,0.067012,0.261652,0.081884,-0.03866,-0.024492,0.098969,-0.01649,0.08172,-0.010376,0.020303,-0.033382,-0.01298,-0.035061,-0.027275,0.049594,-0.066163,-0.017433,-0.082253,0.008497,-0.01805,-0.033568,0.038652,0.037219
Y2015M5,0.130796,-0.011842,0.018895,0.001606,-0.012491,0.038984,-0.088608,-0.020539,-0.015864,-0.02144,-0.015812,0.030637,0.021959,0.013009,0.030769,-0.040231,0.011918,0.059248,-0.072671,0.106171,-0.065704,0.041583,0.002422,0.133697,-0.038925,0.024195,0.04598,0.04,0.001079,0.07949,-0.029691,-0.003048,-0.056109,0.203125,-0.032013,-0.003574,0.073,-0.001428,-0.015889,0.012719,-0.137778,0.038454,-0.132143,-0.0178,-0.0565,0.03833,-0.023646,0.149341,0.366548,-0.01228,-0.020256,-0.021059,0.09481,0.055369,0.004312,0.031136,-0.331423,-0.01769,-0.02235,0.049141,-0.105119,-0.022773,0.041476,-0.002133,-0.037523,-0.034677,0.057938,0.05423,0.032368,-0.034535,0.013706,0.012638,-0.034491,0.023854,0.011336,0.037097,0.012206,-0.018407,0.045433,0.011364,0.004477,-0.133281
Y2015M6,0.029522,0.118157,-0.037644,-0.014146,-0.069529,-0.028744,-0.020833,-0.013106,0.005373,-0.111111,-0.028806,-0.029727,-0.054876,-0.019659,0.009595,-0.057136,-0.047112,0.047665,0.008772,0.024433,-0.053716,0.007251,-0.020434,-0.053926,0.046556,0.051682,-0.027647,-0.021978,-0.084451,0.1048,-0.052912,-0.078317,-0.024329,0.064935,0.079219,-0.024196,0.004039,-0.053252,0.070833,0.054945,0.070876,-0.034704,0.246914,-0.031801,-0.026777,0.014308,0.007243,-0.066242,-0.033854,-0.029148,-0.059195,0.026792,0.113036,0.059893,0.082929,-0.072824,-0.022143,-0.021798,0.00812,-0.072752,-0.029282,-0.058488,0.022562,-0.07914,-0.11501,0.041251,-0.042432,-0.019433,-0.021227,0.051322,-0.015074,-0.096724,-0.01164,0.015445,0.029223,-0.050804,-0.03281,0.01013,0.003005,0.025228,-0.108078,-0.025126
