Date,I10550,E77520,H86102,H76273,F52898,D77182,I88468,I90394,H90401,D45225,H10901,E86444,I81222,H88215,D10661,H89011,E74740,E76392,H89190,I88362,F67774,E53074,I89002,I79906,F78405,E85621,I88281,E64629,E80415,H87318,H89437,D13610,H83835,D79122,I82686,H77466,D80054,E88360,H89828,D90126,I90361,E78987,I33209,H89050,I10890,D15457,D79702,D80928,D82824,H89773,H89598,H65665,D88351,G81893,H86432,E33452,E88332,H75157,G91556,E81472,B82656,B76221,H90373,F15720,H89548,I87445,H85332,I79698,D85645,E50243,H90000,E79879,H47626,H69032,H57007,E52396,G77659,H86111,F82646,H79116,H76721,B61815
Y2015M7,-0.004274,-0.031173,0.006569,-0.014861,0.038791,0.039874,-0.141844,-0.062625,-0.022479,-0.213781,0.001552,-0.106618,-0.055026,0.021909,-0.143611,0.025527,0.026715,0.186629,-0.089597,-0.04304,-0.042097,0.164679,-0.057889,0.000672,-0.012665,-0.011304,0.103497,-0.17603,0.010612,0.010009,0.037892,-0.146939,-0.039795,-0.081301,0.07768,0.030086,-0.044864,-0.056504,-0.02112,-0.049107,-0.080626,-0.096679,-0.009901,0.030074,-0.206103,-0.125406,0.078876,-0.123465,-0.03504,0.003484,0.020779,0.025707,0.109746,-0.01665,-0.054555,0.027778,-0.147796,0.029494,0.093602,-0.047633,-0.033848,-0.062849,-0.036143,0.079705,0.11086,-0.017439,-0.031894,0.032525,0.105125,-0.054478,-0.009461,-0.042314,0.036901,0.005156,-0.034617,-0.066084,-0.054364,0.019509,-0.008758,0.030769,-0.001874,-0.170337
Y2015M8,-0.015021,-0.106344,-0.072975,-0.073562,0.003852,-0.047373,0.049587,-0.017058,-0.019888,-0.366292,0.003239,0.027435,0.003733,-0.061437,-0.106042,0.018621,0.035262,-0.109937,-0.096941,-0.194835,-0.110254,0.048484,-0.0649,0.114212,-0.027366,-0.121594,-0.112471,0.154545,0.060799,-0.056081,0.002954,-0.123097,-0.015095,-0.022124,-0.099193,0.006012,-0.100421,-0.094051,-0.029102,0.082942,-0.122709,-0.007937,-0.026667,-0.004703,-0.170132,-0.166774,-0.116122,-0.000778,-0.156425,-0.027939,-0.012301,-0.040075,-0.098155,-0.096978,-0.05349,-0.090401,0.147429,-0.001001,-0.085403,-0.082182,0.055186,-0.021517,-0.014781,-0.025496,-0.002037,-0.055561,-0.025802,-0.034549,-0.021088,0.128018,-0.048413,-0.187535,-0.085563,-0.113028,-0.047945,0.128842,-0.047831,-0.030701,-0.065101,-0.042356,-0.060388,-0.051661
Y2015M9,0.071939,-0.049144,-0.067742,-0.019608,0.04377,-0.14046,-0.11811,-0.039769,-0.057705,-0.322695,0.011947,-0.228304,-0.089252,-0.024948,-0.180303,0.01557,-0.035186,0.050989,-0.077143,0.08041,-0.076552,0.027675,0.00696,-0.050435,0.02116,-0.039825,-0.07795,-0.153543,-0.163876,0.08566,0.02242,-0.157816,-0.009548,-0.126697,0.017178,0.027439,-0.032769,-0.196983,0.003618,-0.033237,0.022007,0.022306,0.085616,0.030388,-0.096431,-0.217383,-0.045599,-0.124611,0.109271,-0.03253,0.006796,0.000496,-0.24018,-0.024664,-0.044271,0.002049,-0.153386,0.022901,-0.000668,-0.033399,-0.137275,-0.078976,0.045009,0.085628,-0.079592,-0.077724,-0.035283,-0.018477,0.016447,-0.012766,-0.035692,0,-0.029183,-0.085631,-0.077021,-0.02199,-0.081951,-0.040677,-0.113405,0.040438,0.075591,-0.096678
Y2015M10,0.032478,0.037744,0.063322,0.080909,0.080468,0.002988,0.035714,0.092971,0.051796,0.306878,0.05125,0.095156,-0.24165,0.084791,0.002894,0.050958,0.269044,-0.224592,0.047766,0.203213,0.063648,0.004039,0.148004,0.065259,0.154292,0.092189,0.027078,0.072093,-0.03347,0.046154,0.036938,0.140988,0.050316,-0.015544,0.185046,0.011616,0.041325,-0.086188,0.024454,0.286995,0.233942,0.120678,0.173502,0.037507,0.12605,0.075476,-0.033333,-0.099644,-0.176119,0.016291,0.036611,-0.034447,0.06839,0.086471,0.046223,-0.00409,-0.397059,0.022372,0.043532,0.054671,0.171142,0.079539,0.132272,-0.040431,0.120729,-0.011849,0.105033,0.080305,0.088764,0.018563,0.066288,0.108007,0.046665,0.051429,0.033012,0.063169,0.045773,0.161969,0.115287,0.072853,0.027864,0.193506
Y2015M11,-0.062992,0.041124,0.027335,-0.017662,0.032448,-0.052143,-0.034483,0.015214,0.038739,-0.259109,0.1522,0.170616,-0.066884,0.003922,-0.021812,0.009417,-0.034921,0.044768,-0.035036,0.156992,-0.059542,-0.031203,-0.035182,-0.027993,-0.032663,0.102222,0.173666,-0.039046,0.046191,0.147689,-0.002742,0.145464,-0.004876,0.094737,-0.066139,-0.011034,0.084019,0.079172,0.060437,0.372822,-0.060633,0.007217,0.223118,0.001737,-0.040299,0.023274,-0.106003,0.082016,0.405797,-0.026055,-0.002033,0.027054,-0.177923,0.014618,0.078435,-0.005133,-0.614634,0.017188,0.028272,-0.000754,0.015645,-0.093947,-0.025014,-0.019167,-0.115854,0.036759,-0.005092,0.029006,0.036924,0.1581,0.013169,0.068908,0.011761,0.04034,-0.062583,-0.008638,-0.085695,-0.027878,0.069165,0.111533,0.167169,0.023158
Y2015M12,0.015042,-0.096896,-0.085249,-0.030822,0.015332,-0.031394,-0.098214,-0.063352,-0.075221,-0.256831,0.148765,-0.093117,-0.113636,-0.017261,-0.099468,0.031291,0.047619,-0.040268,-0.056988,0.087484,0.043526,-0.080407,-0.035838,-0.050683,-0.095731,-0.010648,0.049889,-0.243792,-0.12377,-0.076149,0.022358,-0.207166,-0.040421,-0.091346,-0.013304,0.020821,0.010224,0.002257,0.008621,-0.115059,-0.072418,-0.03604,-0.010989,0.029521,-0.140746,0.05221,-0.051429,-0.039269,-0.203608,0.011731,0.012821,-0.007921,0.112814,-0.012386,-0.130843,-0.008256,-0.113924,0.019359,0.036868,-0.042601,-0.079645,-0.11971,0.060463,0.005559,-0.034483,-0.041185,-0.014036,-0.027867,-0.023131,-0.001218,-0.048896,-0.042453,-0.043277,-0.072595,-0.093277,-0.046643,-0.115004,-0.019521,0.04446,-0.058362,0.133419,-0.101991
Y2016M1,-0.043795,0.074466,-0.117277,-0.039963,0.058054,-0.000829,-0.145446,-0.048839,-0.024561,-0.11194,-0.135,-0.005952,-0.09018,-0.050032,-0.045732,0.005259,-0.154545,-0.109736,-0.031619,-0.13849,0.060448,0.045226,-0.277615,-0.349378,-0.007835,-0.077492,-0.076626,-0.176119,-0.114016,-0.063998,0.039568,-0.01854,-0.024196,-0.280423,-0.068605,0.023641,-0.044437,0.003401,-0.056568,-0.263862,-0.055329,-0.037172,0.053333,0.015261,-0.111312,-0.208057,-0.277108,-0.145437,-0.372168,-0.035523,0.024987,-0.018568,-0.272727,-0.004907,-0.114083,-0.073881,0.007143,0.020258,0.045531,0.034584,-0.090031,-0.153503,0.058979,0.043743,-0.127451,-0.083991,0.008135,-0.030981,0.050918,-0.077219,-0.063683,-0.178982,-0.054623,-0.181704,0.02141,-0.000543,-0.105285,-0.026921,0.103604,-0.070335,0.038707,-0.017006
Y2016M2,0.376623,0.017429,0.044682,-0.011617,-0.024802,-0.125778,-0.084695,0.085859,-0.017266,0.092437,-0.001618,-0.056886,-0.062408,-0.000565,-0.10978,0.016909,-0.032258,0.136556,0.016082,-0.137889,0.061921,-0.133269,0.051754,0.041667,0.080725,0.006585,-0.010777,0.195652,0.128502,-0.029636,0.005796,-0.09327,0.02167,0.073529,0.002697,0.006452,0.04547,0.079096,-0.02998,-0.181818,-0.001078,0.00087,-0.105485,0.018463,0.096741,-0.013338,0.020833,0.002225,-0.082474,-0.011784,0.020541,0.213513,-0.073485,-0.065753,-0.045991,0.030899,-0.170213,0.013033,-0.022751,-0.008929,0.066463,0.10235,-0.012612,0.102913,-0.011236,0.048369,-0.038761,-0.062464,0.004964,-0.022044,0.01503,0.306,-0.060488,-0.045595,-0.100204,0.072787,0.110725,-0.022684,0.00102,-0.027832,-0.09053,-0.085573
Y2016M3,0.201258,0.004243,0.102407,0.097943,0.04089,0.013307,0.088608,0.089147,0.114202,-0.076923,0.056392,0.38254,0.247455,0.068162,0.116592,0.028871,0.108889,-0.017012,0.206715,0.071391,0.08275,0.070793,0.046971,-0.014014,0.092823,0.094789,0.034182,0.239394,0.160377,0.04712,0.028185,0.145778,0.115623,0.047945,0.112243,0.05226,0.002965,0.085864,0.032478,0.119048,0.115827,0.083389,0.073113,0.014245,-0.285051,0.199308,0.102041,0.461709,0.11236,0.080258,0.057835,0.010913,0.035977,0.013033,0.154264,0.093188,0.367521,0.031236,0.055566,0.102944,0.071184,0.083142,0.130264,0.061766,0.230114,0.03475,0.003929,0.084345,0.059474,0.002027,0.08924,0.050536,0.110804,0.012551,0.16875,0.127089,0.035245,0.110304,0.036697,0.027016,-0.049892,0.064746
Y2016M4,-0.078534,0.075855,0.095321,0.016949,-0.005028,-0.244352,0,-0.085,0.023585,0.669492,0.044361,0.203215,-0.072555,0.00392,-0.018072,0.041953,0.0334,0.095187,0.078299,-0.020059,0.055457,0.045978,-0.075864,-0.00276,-0.028486,0.038259,0.04385,0.110024,0.058622,0.05625,0.026792,0.254462,0.041073,0.196078,0.041486,0.013239,0.044386,-0.032008,0.011789,0.15461,-0.03933,0.008091,0.094505,0.018051,0.001299,-0.031455,0.092593,0.100228,-0.161616,0.009039,0.025541,-0.052655,-0.041042,-0.035088,0.13753,-0.147866,-0.01875,0.022631,-0.019344,-0.037753,0.18904,0.190661,-0.005763,-0.016414,0.030023,0.054572,0.044551,-0.024398,0.077723,0.182859,0.021005,-0.05102,-0.018024,0.087965,0.094798,0.182971,-0.048751,0.029501,0.049558,0.063191,0.146626,0.149634
Y2016M5,0.159091,-0.02637,0.030696,-0.044737,0.026153,-0.007086,-0.075581,-0.060109,-0.023041,0.015228,-0.019451,0.080153,-0.104082,0.016919,0.01227,0.000678,0.079509,-0.073086,-0.129008,0.269154,-0.000723,-0.019746,0.092863,0.167981,-0.018261,0.048526,0.084017,0.046256,0.056665,0.015582,-0.021049,0.065167,-0.020225,0.136612,0.037634,-0.010896,0.012052,0.02505,0.022796,0.001228,0.040604,0.070992,0.23494,0.016522,0.094682,0.041949,-0.109661,0.059351,-0.048193,0.034237,0.020634,-0.05814,-0.028807,0.048485,0.020466,-0.044499,-0.006369,0.005805,-0.059528,0.047502,-0.088733,-0.166964,0.084906,0.013011,0.034562,0.055729,-0.021326,0.165768,0.020158,-0.048812,0.014036,0.049155,0.047785,0.011456,0.035968,0.03905,-0.052308,0.008581,0.056462,0.046062,0.065044,-0.0072
Y2016M6,0.362745,-0.092432,-0.10953,0,0.103683,-0.053944,0.057862,0.006644,-0.01752,-0.205,0.023054,-0.183746,-0.061503,0.002502,0.038384,0.047896,0.066467,0.056473,0.11903,0.086482,0.101129,0.247085,-0.118232,-0.052482,0.068247,-0.02771,-0.040614,0.04,-0.013662,-0.065644,0.063306,0.079531,-0.015367,0.038462,-0.056877,0.040452,0.050454,-0.062561,0.051015,0.164417,-0.054821,-0.017802,-0.029268,0.016716,-0.137441,-0.136104,-0.159718,-0.029316,-0.031646,-0.00227,0.0396,-0.103704,-0.164407,0.054291,-0.047539,-0.006468,-0.115385,0.044092,0.064139,-0.007702,0.021773,0.116262,0.151074,0.091023,0.022272,0.009375,0.041852,-0.041429,0.106039,0.20229,0.001422,-0.029283,-0.043822,-0.050786,0.013288,-0.006632,-0.031397,0.079032,0.118471,-0.01456,-0.103033,0.003357
Y2016M7,-0.008993,0.021854,0.096942,-0.010129,-0.028603,0.007941,0.022592,0.101906,0.066197,0.184713,0.055118,0.069264,-0.120521,0.037387,-0.066148,-0.012115,0.082538,0.182047,0.058197,0.057189,0.024989,-0.059919,0.182217,0.127907,0.093317,0.12685,0.066594,0.048583,0.08814,0.071503,0.001791,-0.158615,0.024749,0.226852,0.112873,0.004592,0.058611,0.232949,0.00333,0.17176,0.085636,0.096139,0.167504,0.008292,0.361264,0.150631,0.845945,0.05906,0.124183,0.049691,0.005286,-0.022066,0.161258,0.024363,0.001961,-0.027344,0.123188,-0.011263,0.090669,0.104929,-0.052708,0.048562,-0.041563,-0.003734,0.058823,0.060071,0.045014,0.029155,0.029596,-0.088134,0.046434,0.075415,0.013049,0.113549,0.111252,0.14115,0.040028,0.019012,0.073869,-0.057246,0.046781,-0.004182
Y2016M8,-0.021797,0.01059,0.031042,-0.01296,-0.116591,-0.00279,0,0.044361,0.067371,0.370968,-0.022289,-0.071862,0.131481,0.001282,-0.181125,-0.0076,-0.028008,0.03413,0.012581,0.041514,-0.019417,-0.026896,-0.116743,-0.100987,-0.031243,-0.019795,-0.053679,0.009653,-0.042644,0.004074,-0.005388,0.044976,0.02364,0.056604,-0.021654,0.00416,0.044009,0.055319,0.106686,0.085432,0.047454,0.119159,-0.202296,-0.008122,0.019173,0.170891,-0.374202,-0.107731,0.110465,0.008482,0.012346,0.014113,0.131004,-0.026308,0.085731,-0.046854,0.103226,0.005668,0.008814,-0.028006,-0.043061,-0.067017,-0.051407,-0.060222,-0.018987,0.020381,0.010769,-0.092269,0.02792,0.279199,0.00726,0.091164,0.054351,0.115907,-0.096308,-0.047448,0.031591,-0.020644,-0.056212,0.039201,-0.149558,-0.031915
Y2016M9,-0.150263,0.016069,-0.082663,-0.027096,0.002302,0.014727,-0.023256,-0.075594,-0.017327,-0.090196,0.014685,0.016358,0.040917,6e-05,-0.035771,0.008443,0.053895,0.002063,-0.004615,0.135915,0.055829,0.0178,0.048636,0.162639,5.2e-05,0.041581,0.001562,-0.042065,-0.038198,-0.046947,-0.003991,-0.051756,-0.004484,0.139286,-0.022706,-0.010469,0.034539,0.075,0.009426,-0.239437,0.0015,0.003715,-0.084532,0.01411,-0.035644,0.005356,0.233575,-0.040483,0.340314,0.009645,-0.006135,0.010472,0.121236,-0.005789,-0.005048,0.01264,-0.19883,0.003526,0.033098,0.028437,0.00492,0.10706,-0.011,0.000137,-0.025806,0.007374,-0.002174,-0.028022,-0.024825,-0.023104,0.002838,-0.050129,0.033023,0,0.024431,0.001718,-0.067608,0.00441,0.060844,-0.004438,-0.001041,0.036543
Y2016M10,0.015284,0.035685,-0.088761,0.034613,0.007218,-0.098993,0,-0.017983,-0.012903,-0.147826,-0.035176,-0.305794,-0.201741,-0.017788,0.042216,-0.058294,-0.271899,-0.096336,0.10806,0.067323,-0.047939,0.103882,-0.046893,-0.077633,-0.051627,-0.037515,-0.089513,0.025948,0.048771,-0.003649,-0.067716,0.068713,0.031655,-0.021944,-0.004928,-0.037835,0.086531,-0.018086,0.016695,0.056645,0.018574,-0.025587,0.198428,-0.067566,0.072895,-0.052856,-0.173291,0.006662,-0.394531,-0.001002,-0.046584,-0.079088,-0.106061,-0.021984,0.010567,-0.324549,-0.357664,-0.055294,-0.027372,-0.036138,-0.131844,0.043413,-0.037994,0.017024,-0.002208,-0.002316,-0.010076,-0.027247,-0.014204,-0.036344,-0.029189,-0.036536,0.062772,0.053337,-0.081414,-0.153635,-0.062399,0.03406,-0.016646,-0.01681,-0.10026,-0.035534
Y2016M11,-0.075269,0.094949,0.064444,-0.13352,-0.025365,0.039608,-0.148214,0.157643,0.048366,0.581633,0.287813,0.094281,0.144698,0.036689,-0.025316,-0.092101,0.029207,0.072893,-0.095269,-0.124946,-0.009938,-0.016001,0.121436,0.176153,-0.040517,0.01965,-0.062994,0.338521,0.200445,0.19532,-0.042226,0.19471,0.044293,0.038462,0.022759,-0.094775,-0.048222,0.100537,0.202105,0.237113,0.040294,0.098935,0.118033,-0.063958,0.421053,-0.002701,0.570577,-0.006618,0.090323,0.03462,-0.067916,0.028358,0.051618,0.018444,0.192176,0.051335,0.011364,-0.054266,0.080748,-0.023575,0.152521,0.087805,-0.011774,-0.064099,0.029545,0.15964,0.220083,0.195026,-0.105131,-0.148347,0.102113,0.102528,0.053322,0.232052,0.174575,0.026531,0.10861,-0.127315,-0.135119,0.18769,-0.068017,0.109951
Y2016M12,0.093023,0.036918,0.028738,-0.011853,0.010427,-0.03602,0.201957,0.085282,0.051746,0.122581,0.281536,-0.019774,-0.025974,0.021505,0.116883,0.019102,0.027027,0.125265,-0.008732,-0.03909,0.016446,-0.010559,-0.001224,-0.019748,0.008739,0.015873,0.071589,0.074128,0.014712,0.037447,0.017813,-0.015,0.041148,-0.049383,0.029747,0.054847,0.073439,-0.028591,0.089317,0.0125,-0.044388,-0.030674,0.017595,0.017637,0.006734,-0.083424,-0.381535,-0.044412,-0.112426,0.028002,0.031883,-0.082729,-0.030769,0.068571,0.090579,0.138672,-0.235843,0.020919,-0.027445,0.087947,0.074087,0.014508,0.073757,0.054711,-0.143488,-0.014976,0.073973,-0.01702,0.068836,0.092191,0.028682,0.042038,0.0844,0.021518,-0.030869,0.047714,-0.09027,0.039014,0.0429,0.098209,0.136646,-0.002621
Y2017M1,0.117021,0.085378,-0.080269,0.005158,0.012317,-0.085065,-0.104651,-0.034754,0.024864,-0.101156,-0.231761,-0.048991,-0.196444,0.017512,-0.069767,0.076529,-0.036184,-0.041509,0.097897,0.179066,0.045847,-0.029409,-0.000525,0.208836,0.124935,0.01928,0.060507,0.096076,0.061403,0.004922,0.034779,0.023428,0.057547,-0.035714,0.02105,0.049771,0.012971,0.072098,-0.088997,-0.139918,0.040828,0.049883,-0.037464,0.036929,-0.140468,-0.030437,-0.18828,-0.070488,-0.066667,0.004802,0.038518,0.022152,0.116402,-0.101604,0.011842,0.010292,0.233936,0.034881,0.007774,0.081996,-0.022159,0.164587,0.095359,0.012363,0.101064,-0.001057,-0.084513,-0.016919,0.025848,-0.002989,0.006529,0.094132,0.003614,0.010414,-0.070783,-0.118406,-0.007136,-0.020628,0.008916,0.078701,0.047814,0.044666
Y2017M2,-0.047619,-0.027707,0.05421,0.030638,0.050026,-0.018122,-0.060606,0.002038,0.050296,0.07074,0.133229,0.068182,-0.032366,0.03975,0.0375,-0.115531,-0.011604,0.212598,0.029062,0.201497,-0.026048,0.050697,0.066205,0.098094,-0.031336,0.116237,0.076361,-0.091358,-0.008319,0.016327,0.006757,0.193438,-0.003284,0.144781,0.088399,-0.01817,0.063315,0.049092,-0.010657,0.014354,0.021887,0.082123,-0.034431,-0.000623,0.081712,0.021335,-0.107317,0.084167,0.335714,0.021776,0.03303,-0.024768,0.078538,0.069643,0.026298,0.095076,-0.136082,0.021156,0.037362,0.002389,-0.020628,-0.044916,0.003438,0.094127,0.012077,0.069504,-0.010155,0.038748,-0.056947,0.022919,0.020117,0.119553,0.083553,0.074841,-0.024545,-0.0282,0.001239,0.109082,-0.031271,-0.014646,0.053455,-0.08174
Y2017M3,-0.08,-0.012147,-0.030548,0.142815,0.012918,-0.109937,0.011521,0.042712,0.000563,-0.009009,0.14988,-0.060993,0.032295,0.001143,-0.072289,-0.021395,-0.046409,-0.061688,0.017651,-0.065725,0.013632,-0.018557,0.024776,0.004282,0.060352,0.005649,0.034265,-0.08288,-0.06335,-0.040964,0.003571,0.057593,-0.029264,-0.058824,0.056238,-0.051795,-0.003345,-0.017949,-0.062837,0.212264,0.01975,0.017375,0.297674,-0.013732,0.003597,-0.053118,-0.105191,0.116065,0.320856,-0.026448,-0.009328,-0.034921,0.099184,0.05618,-0.060236,0.046751,0.055172,-0.016724,-0.037183,0.091298,0.009614,-0.020231,-0.006296,0.005173,-0.009547,-0.037668,0.164515,0.046313,0.000331,0.092016,-0.007268,0.06986,0.030084,-0.061966,-0.050325,0.139732,-0.020173,0.058803,0.093684,-0.017892,0.076733,-0.056853
Y2017M4,0.053261,0.06331,0.018223,0.018754,0.029238,0.113722,-0.011389,-0.028702,0.012658,0.012195,0.126905,-0.049849,0.205186,0.009651,-0.008052,0.023424,-0.017417,0.16609,-0.010407,-0.065528,0.006284,0.139527,0.00253,-0.070248,0.037087,0.072059,-0.002779,-0.031111,-0.011015,0.00335,0.025835,-0.022513,-0.050908,-0.0125,-0.02938,0.030007,0.043949,-0.015727,0.169884,0.276265,0.118112,0.024397,0.051374,0.008967,-0.189964,0.024582,0.343206,0.042011,-0.048583,0.025604,0.02891,-0.03125,0.053684,0.114362,-0.036006,-0.02259,-0.045752,0.020116,-0.013208,0.00269,-0.035924,-0.021141,0.079425,0.004522,-0.016868,0.066187,-0.069226,0.056487,0.028149,-0.090504,0.003988,-0.067164,0.024677,0.01704,0.04614,-0.142012,-0.017993,0.041303,0.05069,-0.00197,0.022989,-0.058532
Y2017M5,0.166151,0.002813,-0.000373,-0.014467,-0.006307,-0.012578,0.129032,0.048355,-0.053977,0.027108,0.045954,0.200318,0.067353,0.013942,-0.004975,0.012596,-0.022664,0.053412,-0.034098,0.077132,0.000215,0.119296,-0.031967,0.040634,0.017008,0.135153,0.026199,-0.050459,-0.017401,-0.047579,0.018302,-0.08061,0.012954,-0.06962,0.019768,0.01006,-0.101684,0.147803,-0.090759,-0.17378,0.06343,0.106926,0.022727,0.031786,0.044248,-0.058751,-0.198682,0.035691,-0.306383,-0.005361,0.020862,-0.025942,-0.164228,-0.010979,-0.067857,0.115562,-0.164384,0.023253,-0.016615,0.001062,-0.077423,0.012305,0.029171,0.020007,-0.20098,-0.024624,-0.056294,0.048295,-0.078582,-0.093137,-0.023997,0.123,0.013036,-0.037584,-0.125764,-0.103448,-0.112,0.041687,0.029129,-0.016356,0.047191,-0.109496
Y2017M6,0.088496,0.052475,0.06363,0.047706,0.01866,0.036651,-0.04898,0.035875,0.006607,-0.120235,0.03959,0.038411,0.034181,0.006698,-0.065789,0.010285,0.00264,0.074648,0.009226,0.055657,0.03644,-0.083344,0.064529,-0.026444,0.019864,0.009832,0.098859,0.154589,-0.018876,0.109553,0.014988,0.032038,0.056184,0.370748,-0.035861,0.003421,0.004326,-0.038283,0.094374,-0.107011,0.026153,-0.073469,0.226667,-0.01217,0.084746,-0.004248,0.219858,0.004467,0.055215,-0.01113,0.010055,-0.0274,0.11284,-0.058394,0.030971,-0.009668,0.114754,0.007087,-0.094337,-0.012728,-0.009487,0.049615,-0.036467,-0.034786,-0.033742,-0.029351,0.067544,0.032692,0.049259,0.03027,0.024421,-0.062333,0.069079,0.067561,0.030969,0.058461,-0.112177,0.013492,0.021231,0.012615,0.01824,-0.013594
Y2017M7,0.00813,0.070485,0.020531,0.04028,0.002402,-0.007945,0,0.009926,0.000611,0.077181,-0.087469,-0.290816,0.127986,0.020747,-0.056338,0.017545,-0.014667,0.074705,0.089168,0.035426,0.072373,0.008513,-0.059449,0.058613,0.101462,-0.026268,-0.029165,-0.055788,0.018178,-0.013428,0.027778,-0.02642,0.031907,-0.121588,-0.00754,0.019882,0.029419,-0.058111,0.018364,0.161157,0.101274,0.037056,-0.01721,0.035007,0,-0.040039,-0.018605,0.033672,0.069767,0.015389,0.025956,0.007168,-0.057692,-0.111111,-0.002179,-0.104603,-0.038235,0.029517,-0.041746,0.153634,-0.001876,0.11983,0.02116,0.006267,-0.028571,0.068077,-0.095068,0.038944,0.034477,0.01162,0.01017,0.041785,0.065641,0.058124,0.016473,-0.048662,-0.016447,0.030305,0.040392,0.049787,0.002107,0.021555
Y2017M8,0.08871,-0.04921,-0.044051,0.011785,0.006732,0.05606,0.012876,-0.029484,-0.020134,-0.314642,-0.001416,0.068345,-0.08472,0.002737,0.402985,0.015872,-0.103053,0.007317,0.046998,-0.111186,-0.00626,-0.053968,-0.063828,0.03091,0.003269,0.055856,0.107943,-0.093058,0.033475,-0.004003,-0.004836,0.100068,0.040163,-0.042373,-0.009749,0.00661,0.326306,0.151028,-0.044262,0.05694,0.205847,0.088981,0.036866,-0.003775,-0.394531,-0.101197,0.018957,0.069453,0.076087,-0.020426,-0.024609,0.024911,-0.231911,-0.100581,-0.067863,-0.0919,-0.019878,-0.019387,0.05658,0.039779,-0.122849,0.059098,0.02601,0.019065,-0.117647,0.100631,-0.05175,-0.06024,0.004054,-0.035726,-0.014578,-0.084777,-0.049856,-0.029851,-0.047664,-0.250639,-0.077258,0.085968,0.008279,-0.035772,0.091483,-0.174334
Y2017M9,0.074074,0.077721,0.087514,-0.035824,-0.006288,0.072062,-0.004237,0.020253,0.044209,0.114679,0.018195,0.06734,-0.05124,0.020366,-0.136298,-0.019309,0.045106,0.025424,0.016218,-0.043612,-0.01705,0.093359,-0.017517,-0.150426,-0.004517,0.034821,-0.007169,0.184039,0.097172,0.077974,-0.006386,0.062675,0.049618,0.032448,-0.017773,0.002715,0.054221,-0.000558,0.104631,-0.023569,0.02037,0.034332,-0.069333,-0.007266,0.096774,0.131609,0.54186,0.006897,0.126263,0.009161,0.016176,0.029514,1.512882,-0.113072,0.105774,-0.013722,0.084243,-0.008642,0.107442,0.095259,0.119301,-0.038509,0.007774,-0.030775,0.337037,0.060776,0.194212,0.031678,-0.020837,-0.063388,0.049506,-0.057769,0.024256,0.058681,0.056056,0.136519,-0.143893,-0.07234,-0.028879,0.150084,0.04817,0.193101
Y2017M10,0.034483,-0.070489,0.046128,-0.095725,0.068997,-0.043237,-0.021277,0.015557,-0.018914,0.790123,0.059362,-0.080442,-0.134146,0.023248,0.170124,-0.03148,0.039894,-0.101535,-0.032773,0.068648,-0.03945,0.067841,0.00984,-0.029895,0.006985,0.090185,0.07656,-0.089409,-0.009653,-0.005966,-0.00266,0.066569,0.018758,-0.028571,0.075371,-0.010874,0.051036,0.035196,-0.084375,-0.058621,0.021284,0.055915,-0.059217,-0.010154,0.029412,0.156303,0.131222,0.041667,-0.300448,-0.010895,-0.005477,0.025295,-0.134572,0.020634,0.000761,0.086957,0.42446,-0.007622,-0.016726,0.055783,0.017731,0.015681,0.00093,0.036024,0.01108,0.067722,-0.036033,0.007234,0.039042,0.023337,0.008608,-0.019028,0.077214,0.04318,-0.083595,-0.060661,-0.152109,0.051141,-0.124198,0.016442,0.102941,-0.017278
Y2017M11,-0.086667,0.034272,0.088188,0.008588,0.076514,0.078775,0.039131,0.023897,0.008706,0.551724,0.074328,-0.212693,0.130785,0.03122,-0.096842,-0.017476,-0.017299,0.141919,-0.040071,0.168523,0.011584,-0.15497,0.071783,-0.125916,-0.000771,-0.078256,-0.103964,0.096677,0.060244,-0.007502,0.019525,-0.018889,0.001583,-0.038235,0.060767,-0.010381,0.098237,0.209529,-0.040956,-0.369963,-0.071082,-0.07856,-0.004061,-0.001777,-0.114286,0.206105,0.213333,-0.016438,0.416667,-0.012276,-0.011547,-0.052632,0.154758,0.142238,0.064761,0,-0.20202,0.013018,0.200031,-0.028935,0.008508,-0.000626,-0.014691,0.01651,0.693151,0.095787,-0.051052,-0.035273,0.104747,0.26805,0.031655,0.009698,0.010161,0.0322,0.190981,0.073955,0.125126,0.00181,0.03462,0.014727,-0.079167,-0.052745
Y2017M12,-0.007299,0.009183,0.075089,-0.024787,0.03264,-0.000573,0.012552,0.023938,-0.007398,-0.082963,-0.013184,-0.100218,-0.012455,0.012112,-0.088811,0.013163,0.069408,-0.005754,0.058216,0.04977,0.022979,-0.076386,0.059389,-0.043237,-0.010718,-0.0154,0.050384,-0.093664,0.013133,-0.124717,-0.000377,-0.001683,0.028802,0.2263,0.004222,-0.005901,0.025682,-0.036258,0.005338,-0.052326,0.058261,0.010231,-0.169215,0.012562,0.051613,-0.000482,-0.056154,0.010028,-0.045249,0.008232,0.017404,0.048299,-0.000321,0.067093,0.005568,0.0688,-0.025317,-0.007657,0.055504,-0.009685,0.087345,0.10501,-0.016024,-0.214409,-0.105178,-0.02733,-0.052281,0.018695,0.013865,0.001106,0.005055,-0.067236,-0.024458,0.016663,-0.075278,-0.110778,-0.011166,-0.003891,0.03668,-0.09517,-0.042534,0.107985
